Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState,Photoeye,VisionXOutput
07:46:02.720 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.260000,1.030000,1.760000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,-0.004000,-0.003000,0.027000,FlatInitial,Hold,0,-0.828125,-0.260000
07:46:02.821 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.270000,1.020000,1.870000,0.000000,105.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,0.002000,-0.004000,0.007000,FlatInitial,Hold,0,-0.828125,-0.270000
07:46:02.921 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.280000,1.020000,1.830000,0.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,0.002000,-0.004000,0.007000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:03.022 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.290000,1.020000,1.840000,0.000000,108.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,0.004000,-0.002000,-0.002000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:03.122 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.290000,1.030000,1.810000,0.000000,116.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,0.004000,-0.002000,-0.002000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:03.222 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.290000,1.030000,1.810000,0.000000,106.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,-0.001000,0.000000,0.002000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:03.323 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.830000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.389664,15.518845,0.000000,-0.001000,0.000000,0.002000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:03.423 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-129.638672,125.097656,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.030000,1.810000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.010590,0.000000,0.000000,23.389496,15.518845,0.000000,0.018000,0.004000,-0.007000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:03.523 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-1236.181641,1206.298828,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.020000,1.830000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.003937,0.000000,23.389420,15.518890,0.000000,0.012000,0.034000,0.018000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:03.625 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-2970.849609,2954.443359,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.060000,1.800000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.003937,0.000000,23.389420,15.518890,0.000000,0.012000,0.034000,0.018000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:03.726 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-4377.978516,4132.617188,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.060000,1.880000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.017868,0.014648,0.000000,23.389236,15.519180,0.000000,-0.025000,0.167000,-0.126000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:03.829 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5340.234375,5372.460938,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.040000,1.830000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.007568,0.007004,0.000000,23.388962,15.519958,0.000000,0.027000,-0.047000,0.029000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:03.930 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5784.375000,5715.234375,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.050000,1.940000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.024353,-0.005203,0.000000,23.389481,15.520737,0.000000,0.041000,-0.120000,0.098000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:04.030 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5904.492188,5823.046875,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.030000,1.740000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.024353,-0.005203,0.000000,23.389481,15.520737,0.000000,0.041000,-0.120000,0.098000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:04.130 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5957.226562,5858.203125,-6000.000000,-6000.000000,Speed,Speed,-0.310000,1.050000,1.700000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.019135,-0.017868,0.000000,23.390411,15.519623,0.000000,-0.129000,-0.018000,0.069000,FlatInitial,Hold,0,-0.828125,-0.310000
07:46:04.230 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5970.117188,5909.179688,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.130000,1.710000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.131226,-0.044098,0.000000,23.385956,15.518036,0.000000,-0.076000,-0.006000,0.015000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:04.330 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5979.492188,5944.921875,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.130000,1.960000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.234375,0.020920,0.000000,23.376404,15.517166,0.000000,-0.130000,0.100000,0.012000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:04.430 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5987.695312,5981.835938,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.100000,2.210000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.343658,0.127548,0.000000,23.361282,15.521469,0.000000,-0.112000,0.105000,0.016000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:04.532 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-5997.656250,6001.171875,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.100000,2.210000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.444687,0.244598,0.000000,23.340988,15.531342,0.000000,-0.088000,0.116000,0.005000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:04.632 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6002.929688,6008.203125,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.050000,2.550000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.551331,0.364059,0.000000,23.310593,15.550430,0.000000,-0.109000,0.127000,0.000000,FlatInitial,Hold,0,-0.828125,-0.330000
07:46:04.733 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6007.617188,6016.406250,-6000.000000,-6000.000000,Speed,Speed,-0.330000,1.030000,2.810000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.653122,0.476669,0.000000,23.279922,15.572052,0.000000,-0.098000,0.066000,-0.009000,FlatInitial,Hold,0,-0.828125,-0.330000
07:46:04.833 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6008.789062,6017.578125,-6000.000000,-6000.000000,Speed,Speed,-0.340000,1.020000,2.980000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.731506,0.544250,0.000000,23.251892,15.592697,0.000000,-0.110000,0.108000,0.006000,FlatInitial,Hold,0,-0.828125,-0.340000
07:46:04.934 PM 02/18/2016,Teleop Enabled,0,FALSE,0,NO ERROR,-6008.789062,6017.578125,-6000.000000,-6000.000000,Speed,Speed,-0.350000,1.060000,3.160000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.878830,0.635635,0.000000,23.194839,15.635117,0.000000,-0.098000,0.070000,-0.005000,FlatInitial,Hold,0,-0.828125,-0.350000
07:46:05.034 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5982.421875,5967.187500,-6000.000000,-6000.000000,Speed,Speed,-0.350000,1.090000,3.180000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-1.037430,0.680786,0.000000,23.127090,15.681946,0.000000,-0.118000,0.025000,0.000000,FlatInitial,Hold,0,-0.828125,-0.350000
07:46:05.135 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5750.390625,5525.976562,-6000.000000,-6000.000000,Speed,Speed,-0.350000,1.090000,3.180000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-1.037430,0.680786,0.000000,23.127090,15.681946,0.000000,-0.097000,0.079000,-0.085000,FlatInitial,Hold,0,-0.828125,-0.350000
07:46:05.235 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-5221.875000,5044.335938,-6000.000000,-6000.000000,Speed,Speed,-0.370000,1.050000,2.950000,1.000000,107.000000,1,0,-0.000000,0.000000,1,-1.117661,0.717484,0.000000,23.050018,15.731613,0.000000,-0.001000,0.017000,-0.044000,FlatInitial,Hold,0,-0.828125,-0.370000
07:46:05.335 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4870.898438,4458.398438,-6000.000000,-6000.000000,Speed,Speed,-0.370000,1.050000,2.950000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.004517,0.700272,0.000000,23.038864,15.759872,0.000000,-0.027000,-0.001000,0.036000,FlatInitial,Hold,0,-0.828125,-0.370000
07:46:05.435 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4434.814453,3884.619141,-6000.000000,-6000.000000,Speed,Speed,-0.380000,1.040000,2.810000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.000854,0.668106,0.000000,23.038559,15.793839,0.000000,-0.049000,0.012000,0.051000,FlatInitial,Hold,0,-0.828125,-0.380000
07:46:05.536 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-4017.333984,3323.583984,-6000.000000,-6000.000000,Speed,Speed,-0.380000,1.010000,2.670000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.015930,0.671082,0.000000,23.037781,15.827301,0.000000,-0.036000,-0.032000,-0.037000,FlatInitial,Hold,0,-0.828125,-0.380000
07:46:05.637 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-3613.476562,2785.839844,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.040000,2.620000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.009567,-0.022003,0.000000,23.037277,15.840042,0.000000,0.029000,0.023000,0.007000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:05.738 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-3218.408203,2268.310547,-6000.000000,-6000.000000,Speed,Speed,-0.250000,0.960000,2.580000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.009567,-0.022003,0.000000,23.037277,15.840042,0.000000,-0.015000,-0.072000,0.166000,FlatInitial,Hold,0,-0.828125,-0.250000
07:46:05.839 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2838.134766,1877.490234,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.120000,2.520000,1.000000,102.000000,1,0,-0.000000,0.000000,1,-0.032227,-0.050354,0.000000,23.036880,15.837463,0.000000,0.047000,0.036000,-0.276000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:05.940 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2546.777344,1317.626953,-6000.000000,-6000.000000,Speed,Speed,-0.320000,1.110000,2.620000,1.000000,100.000000,1,0,-0.000000,0.000000,1,-0.036758,-0.021149,0.000000,23.035446,15.836304,0.000000,-0.060000,0.000000,0.041000,FlatInitial,Hold,0,-0.828125,-0.320000
07:46:06.042 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-2195.800781,986.865234,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.060000,2.460000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.034256,-0.026169,0.000000,23.032806,15.834671,0.000000,-0.012000,-0.005000,-0.012000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:06.141 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1858.740234,597.949219,-6000.000000,-6000.000000,Speed,Speed,-0.290000,1.060000,2.460000,1.000000,103.000000,1,0,-0.000000,0.000000,1,-0.060608,-0.064285,0.000000,23.030792,15.832764,0.000000,0.026000,0.021000,0.003000,FlatInitial,Hold,0,-0.828125,-0.290000
07:46:06.241 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1536.474609,251.367187,-6000.000000,-6000.000000,Speed,Speed,-0.250000,1.040000,2.300000,1.000000,101.000000,1,0,-0.000000,0.000000,1,-0.068741,-0.067276,0.000000,23.027954,15.829666,0.000000,0.000000,0.009000,-0.085000,FlatInitial,Hold,0,-0.828125,-0.250000
07:46:06.341 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-1240.136719,20.068359,-6000.000000,-6000.000000,Speed,Speed,-0.260000,1.060000,2.290000,1.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,-0.005539,0.000000,23.026505,15.828156,0.000000,-0.028000,0.024000,-0.020000,FlatInitial,Hold,0,-0.828125,-0.260000
07:46:06.442 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-951.416016,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.250000,1.030000,2.330000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000198,0.000000,0.000000,23.026352,15.827881,0.000000,0.012000,-0.027000,0.018000,FlatInitial,Hold,0,-0.828125,-0.250000
07:46:06.542 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-757.617188,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.060000,2.280000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.003250,0.000000,0.000000,23.026657,15.827774,0.000000,-0.009000,-0.010000,0.019000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:06.642 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-512.988281,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.070000,2.260000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827774,0.000000,0.002000,-0.012000,0.040000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:06.742 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-303.076172,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.060000,2.250000,1.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,23.026672,15.827774,0.000000,-0.003000,-0.001000,0.026000,FlatInitial,Hold,0,-0.828125,-0.280000
07:46:06.843 PM 02/18/2016,Teleop Disabled,0,FALSE,0,NO ERROR,-303.076172,0.000000,-6000.000000,-6000.000000,Speed,Speed,-0.280000,1.060000,2.220000,1.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,-0.002579,0.000000,23.026672,15.827744,0.000000,0.004000,-0.011000,0.020000,FlatInitial,Hold,0,-0.828125,-0.280000
