Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,IsStalled,Auto0CurrentFile,Auto1FileStatus,Auto2CurrentCommand,Auto3TrimmedCommand
07:25:01.759 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.006000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.859 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.003000,0.000000,0.004000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:01.960 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.005000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.060 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.001000,0.004000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.161 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.950000,0.990000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.001000,0.006000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.260 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.970000,7.940000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.001000,0.006000,AngleUp,Hold,0,0.000000,42.970000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.361 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.001000,0.004000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.460 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.002000,0.007000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.560 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,-0.001000,0.004000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.661 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.003000,0.009000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.762 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.006000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.863 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,-0.001000,0.005000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:02.963 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.004000,0.000000,0.004000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.064 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.950000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.003000,0.007000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.164 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,-0.002000,0.007000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.265 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.950000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.003000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.365 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,-0.001000,0.005000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.465 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.960000,7.950000,1.000000,LowGoal,106.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.008000,AngleUp,Hold,0,0.000000,42.960000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.566 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.960000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.008000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.666 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.960000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,-0.002000,0.007000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.768 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.006000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.869 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.950000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.008000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:03.969 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.940000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.008000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.070 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.002000,0.003000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.170 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.950000,0.990000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.001000,0.002000,0.008000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.270 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.950000,7.940000,0.990000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.004000,AngleUp,Hold,0,0.000000,42.950000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.370 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.940000,7.940000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.005000,AngleUp,Hold,0,0.000000,42.940000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.471 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.930000,7.940000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.003000,AngleUp,Hold,0,0.000000,42.930000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.572 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.920000,7.950000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.009000,AngleUp,Hold,0,0.000000,42.920000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.675 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.920000,7.950000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.000000,AngleUp,Hold,0,0.000000,42.920000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.775 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.910000,7.950000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.002000,0.001000,0.000000,AngleUp,Hold,0,0.000000,42.910000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.876 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.900000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.001000,0.000000,0.012000,AngleUp,Hold,0,0.000000,42.900000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:04.976 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.900000,7.950000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.002000,0.003000,AngleUp,Hold,0,0.000000,42.900000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.076 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.890000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,-0.002000,-0.001000,0.009000,AngleUp,Hold,0,0.000000,42.890000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.176 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.880000,7.950000,1.000000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.000000,0.000000,AngleUp,Hold,0,0.000000,42.880000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.277 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.870000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.003000,0.000000,0.004000,AngleUp,Hold,0,0.000000,42.870000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.376 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.860000,7.950000,1.000000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.003000,0.006000,AngleUp,Hold,0,0.000000,42.860000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.476 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.850000,7.950000,0.990000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.041534,-0.725967,0.000000,0.000000,0.001000,0.000000,AngleUp,Hold,0,0.000000,42.850000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.576 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.790000,7.920000,1.020000,LowGoal,103.000000,0,0,0.000000,0.000000,0,-0.014648,0.000000,0.000000,-12.041733,-0.725967,0.000000,-0.065000,0.012000,-0.022000,AngleUp,Hold,0,0.000000,42.790000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.676 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,42.440000,7.910000,1.150000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.016968,0.000000,-12.042694,-0.725601,0.000000,-0.026000,0.006000,0.058000,AngleUp,Hold,0,0.000000,42.440000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.776 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,41.690000,7.720000,1.000000,LowGoal,103.000000,0,0,0.000000,0.000000,0,-0.028839,-0.005569,0.000000,-12.043625,-0.725754,0.000000,-0.029000,-0.006000,0.050000,AngleUp,Hold,0,0.000000,41.690000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.876 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,39.880000,6.760000,0.590000,LowGoal,102.000000,0,0,0.000000,0.000000,0,-0.035080,-0.044830,0.000000,-12.045731,-0.726913,0.000000,0.059000,-0.056000,0.014000,AngleUp,Hold,0,0.000000,39.880000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:05.976 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.910000,7.000000,0.760000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.023407,-0.030380,0.000000,-12.045853,-0.728577,0.000000,0.097000,0.028000,0.071000,AngleUp,Hold,0,0.000000,37.910000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.077 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.840000,7.520000,0.740000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.049545,-0.030380,0.000000,-12.042572,-0.730118,0.000000,0.001000,0.002000,-0.004000,AngleUp,Hold,0,0.000000,37.840000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.176 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.840000,7.600000,0.850000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.002579,-0.023758,0.000000,-12.040817,-0.731659,0.000000,0.020000,0.007000,0.023000,AngleUp,Hold,0,0.000000,37.840000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.277 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.790000,7.190000,0.750000,LowGoal,101.000000,0,0,0.000000,0.000000,0,-0.002548,0.000000,0.000000,-12.040710,-0.732513,0.000000,-0.004000,-0.015000,0.006000,AngleUp,Hold,0,0.000000,37.790000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.378 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.820000,7.110000,0.790000,LowGoal,103.000000,0,0,0.000000,0.000000,0,-0.003891,0.015671,0.000000,-12.040787,-0.732117,0.000000,-0.031000,0.004000,-0.019000,AngleUp,Hold,0,0.000000,37.820000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.478 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.820000,7.330000,0.780000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.007000,0.004000,0.011000,AngleUp,Hold,0,0.000000,37.820000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.577 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.820000,7.440000,0.810000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.000000,-0.007000,0.021000,AngleUp,Hold,0,0.000000,37.820000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.677 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.800000,7.240000,0.770000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.001000,0.009000,-0.005000,AngleUp,Hold,0,0.000000,37.800000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.777 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.780000,7.110000,0.760000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.007000,-0.005000,0.000000,AngleUp,Hold,0,0.000000,37.780000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.878 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.780000,7.260000,0.780000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.002000,0.001000,0.019000,AngleUp,Hold,0,0.000000,37.780000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:06.977 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.780000,7.360000,0.790000,LowGoal,104.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.000000,-0.005000,0.010000,AngleUp,Hold,0,0.000000,37.780000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.078 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.760000,7.230000,0.790000,LowGoal,103.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.002000,0.004000,-0.001000,AngleUp,Hold,0,0.000000,37.760000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.177 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.750000,7.130000,0.770000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.003000,0.005000,0.000000,AngleUp,Hold,0,0.000000,37.750000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.277 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.740000,7.220000,0.790000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.000000,-0.002000,0.006000,AngleUp,Hold,0,0.000000,37.740000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.378 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.750000,7.310000,0.790000,LowGoal,101.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.001000,0.000000,0.009000,AngleUp,Hold,0,0.000000,37.750000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.477 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.730000,7.190000,0.780000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.003000,0.000000,0.005000,AngleUp,Hold,0,0.000000,37.730000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.577 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.720000,7.140000,0.770000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.000000,0.000000,0.008000,AngleUp,Hold,0,0.000000,37.720000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.677 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.720000,7.220000,0.780000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,0.002000,-0.004000,0.006000,AngleUp,Hold,0,0.000000,37.720000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.777 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.710000,7.260000,0.790000,LowGoal,100.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.001000,-0.001000,0.010000,AngleUp,Hold,0,0.000000,37.710000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
07:25:07.877 PM 03/22/2016,Autonomous Disabled,2,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,37.690000,7.170000,0.770000,LowGoal,102.000000,0,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,-12.040970,-0.731964,0.000000,-0.001000,0.000000,0.000000,AngleUp,Hold,0,0.000000,37.690000,0.000000,2183.000000,0.000000,-17613.000000,0,0,1,,,,
