Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,,IsStalled
12:28:56.439 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.290000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.000000,0.000000,0.001000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:56.539 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.290000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.000000,0.002000,-0.001000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:56.639 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.310000,1.300000,1.000000,100.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.000000,0.000000,0.004000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:56.740 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.400000,0.320000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.003000,-0.001000,-0.005000,FlatInitial,Hold,0,0.000000,-3.400000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:56.840 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.300000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.004000,0.000000,-0.005000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:56.940 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.400000,0.330000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.001000,0.000000,0.008000,FlatInitial,Hold,0,0.000000,-3.400000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:57.041 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.001000,0.004000,-0.002000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:57.142 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.000000,0.000000,-0.004000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:57.243 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.330000,1.310000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512497,5.223877,0.000000,0.016000,0.002000,0.024000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,85.000000,0.000000,-10987.000000,0,0,1
12:28:57.344 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.470000,0.240000,1.300000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.020844,0.000000,0.000000,6.512939,5.223877,0.000000,0.041000,0.004000,0.018000,FlatInitial,Hold,0,0.000000,-3.470000,0.000000,99.000000,0.000000,-10987.000000,0,0,1
12:28:57.444 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.380000,0.070000,1.370000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.004791,0.000000,0.000000,6.513153,5.223877,0.000000,-0.016000,-0.006000,0.000000,FlatInitial,Hold,0,0.000000,-3.380000,0.000000,99.000000,0.000000,-10987.000000,0,0,1
12:28:57.544 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,-0.060000,1.370000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512512,5.223877,0.000000,-0.013000,-0.010000,0.000000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,1896.000000,0.000000,-10987.000000,0,0,1
12:28:57.643 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,-0.080000,1.370000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512512,5.223877,0.000000,0.007000,-0.006000,0.006000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,4263.000000,0.000000,-10987.000000,0,0,1
12:28:57.744 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.470000,-0.110000,1.350000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512512,5.223877,0.000000,0.005000,0.010000,-0.035000,FlatInitial,Hold,0,0.000000,-3.470000,0.000000,7595.000000,0.000000,-10987.000000,0,0,1
12:28:57.844 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,-0.100000,1.380000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512268,5.223877,0.000000,0.003000,0.017000,0.013000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,11119.000000,0.000000,-10987.000000,0,0,1
12:28:57.943 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.460000,-0.130000,1.350000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512268,5.223877,0.000000,-0.005000,-0.003000,-0.004000,FlatInitial,Hold,0,0.000000,-3.460000,0.000000,13665.000000,0.000000,-10987.000000,0,0,1
12:28:58.044 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.470000,-0.020000,1.340000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.004044,0.000000,0.000000,6.512314,5.223877,0.000000,0.018000,0.004000,0.001000,FlatInitial,Hold,0,0.000000,-3.470000,0.000000,16317.000000,0.000000,-10987.000000,0,0,1
12:28:58.144 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,-0.050000,1.310000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512512,5.223877,0.000000,0.000000,-0.009000,-0.002000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,16317.000000,0.000000,-10987.000000,0,0,1
12:28:58.244 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.470000,-0.060000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512512,5.223877,0.000000,0.000000,0.001000,-0.027000,FlatInitial,Hold,0,0.000000,-3.470000,0.000000,19300.000000,0.000000,-10987.000000,0,0,1
12:28:58.344 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.460000,-0.030000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.007706,0.000000,0.000000,6.512390,5.223877,0.000000,-0.021000,-0.002000,0.018000,FlatInitial,Hold,0,0.000000,-3.460000,0.000000,22483.000000,0.000000,-10987.000000,0,0,1
12:28:58.444 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.480000,-0.030000,1.300000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512299,5.223984,0.000000,0.012000,0.000000,0.012000,FlatInitial,Hold,0,0.000000,-3.480000,0.000000,28401.000000,0.000000,-10987.000000,0,0,1
12:28:58.544 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.450000,0.060000,1.280000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.015686,0.000000,0.000000,6.512604,5.223816,0.000000,0.014000,-0.012000,0.004000,FlatInitial,Hold,0,0.000000,-3.450000,0.000000,34262.000000,0.000000,-10987.000000,0,0,1
12:28:58.644 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,0.050000,1.290000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.005615,0.000000,0.000000,6.512695,5.223648,0.000000,-0.016000,-0.006000,-0.019000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,40013.000000,0.000000,-10987.000000,0,0,1
12:28:58.744 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.470000,-0.070000,1.340000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.007095,0.000000,6.512726,5.223755,0.000000,-0.026000,0.012000,-0.029000,FlatInitial,Hold,0,0.000000,-3.470000,0.000000,44652.000000,0.000000,-10987.000000,0,0,1
12:28:58.845 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,-0.090000,1.340000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.000000,0.004028,0.000000,6.512451,5.223923,0.000000,0.007000,-0.009000,0.007000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,44652.000000,0.000000,-10987.000000,0,0,1
12:28:58.945 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.380000,-0.070000,1.350000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.000000,-0.003265,0.000000,6.512268,5.223907,0.000000,0.008000,-0.014000,0.016000,FlatInitial,Hold,0,0.000000,-3.380000,0.000000,50361.000000,0.000000,-10987.000000,0,0,1
12:28:59.046 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.450000,0.000000,1.300000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.002731,-0.005890,0.000000,6.512283,5.223663,0.000000,0.023000,-0.002000,0.004000,FlatInitial,Hold,0,0.000000,-3.450000,0.000000,56871.000000,0.000000,-10987.000000,0,0,1
12:28:59.146 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.450000,0.000000,1.350000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512482,5.223618,0.000000,0.004000,0.015000,-0.009000,FlatInitial,Hold,0,0.000000,-3.450000,0.000000,60970.000000,0.000000,-10987.000000,0,0,1
12:28:59.249 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,-0.070000,1.360000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.007339,0.000000,0.000000,6.512375,5.223618,0.000000,0.013000,0.004000,-0.010000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,65573.000000,0.000000,-10987.000000,0,0,1
12:28:59.347 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,-0.070000,1.360000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512314,5.223618,0.000000,0.007000,0.006000,-0.006000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,72594.000000,0.000000,-10987.000000,0,0,1
12:28:59.449 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,-0.060000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,-0.000290,0.000000,0.000000,6.512054,5.223465,0.000000,0.018000,-0.013000,-0.003000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:28:59.549 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.000000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.004000,0.004000,0.003000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:28:59.649 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.010000,1.350000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.006000,0.001000,0.000000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:28:59.749 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.060000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.004000,0.000000,0.013000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:28:59.851 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.040000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.007000,0.003000,-0.001000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:28:59.951 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.040000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.003000,0.000000,-0.003000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.052 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.060000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.001000,-0.003000,-0.002000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.151 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.060000,1.340000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.000000,0.002000,0.007000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.252 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.050000,1.340000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.003000,0.000000,0.004000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.353 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.050000,1.330000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.003000,0.000000,0.000000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.453 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.060000,1.320000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.002000,0.001000,0.003000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.554 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.410000,0.060000,1.330000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.001000,-0.004000,-0.004000,FlatInitial,Hold,0,0.000000,-3.410000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.654 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.003000,0.003000,0.002000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.754 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.110000,1.330000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.002000,0.001000,0.000000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.855 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.100000,1.320000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.000000,0.000000,-0.002000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:00.955 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.330000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.002000,-0.008000,0.002000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:01.056 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.090000,1.320000,1.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.002000,-0.005000,0.006000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:01.156 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,0.070000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.008000,0.000000,0.002000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:01.256 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.440000,0.060000,1.320000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.000000,-0.001000,-0.002000,FlatInitial,Hold,0,0.000000,-3.440000,0.000000,73866.000000,0.000000,-10987.000000,0,0,1
12:29:01.357 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.070000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.003000,0.000000,0.005000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.458 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.320000,1.000000,105.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.001000,0.000000,-0.003000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.558 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.320000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.001000,-0.003000,0.000000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.658 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.310000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.003000,-0.003000,0.000000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.758 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.001000,0.003000,-0.003000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.858 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.004000,0.004000,0.001000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:01.959 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.080000,1.300000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.001000,0.002000,-0.006000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.060 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.070000,1.300000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.004000,-0.002000,0.006000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.161 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.420000,0.070000,1.290000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.004000,-0.002000,-0.003000,FlatInitial,Hold,0,0.000000,-3.420000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.262 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.110000,1.290000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.008000,0.010000,0.000000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.362 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.100000,1.290000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.004000,-0.003000,-0.005000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.463 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.040000,1.290000,1.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.011000,-0.004000,0.021000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.564 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.400000,0.010000,1.300000,1.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,-0.002000,0.002000,-0.030000,FlatInitial,Hold,0,0.000000,-3.400000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
12:29:02.664 PM 03/04/2016,Autonomous Disabled,8,FALSE,0,NO ERROR,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-3.430000,0.000000,1.240000,1.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,6.512054,5.223465,0.000000,0.002000,-0.007000,0.010000,FlatInitial,Hold,0,0.000000,-3.430000,0.000000,73867.000000,0.000000,-10987.000000,0,0,1
