Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefendState,AngeMotorState
06:35:22.973 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.000000,0.013000,FlatInitial,ResetForward
06:35:23.074 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.002000,0.013000,FlatInitial,ResetForward
06:35:23.175 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.000000,0.014000,FlatInitial,ResetForward
06:35:23.275 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.014000,FlatInitial,ResetForward
06:35:23.375 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.002000,0.015000,FlatInitial,ResetForward
06:35:23.476 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.003000,0.015000,FlatInitial,ResetForward
06:35:23.575 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,0.000000,0.015000,FlatInitial,ResetForward
06:35:23.675 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:23.775 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:23.875 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.002000,0.014000,FlatInitial,ResetForward
06:35:23.975 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:24.075 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.010000,FlatInitial,ResetForward
06:35:24.175 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:24.275 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.002000,0.007000,FlatInitial,ResetForward
06:35:24.376 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.009000,FlatInitial,ResetForward
06:35:24.477 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.014000,FlatInitial,ResetForward
06:35:24.576 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:24.676 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.015000,FlatInitial,ResetForward
06:35:24.777 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.008000,FlatInitial,ResetForward
06:35:24.876 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.880000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:24.977 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.880000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.001000,0.013000,FlatInitial,ResetForward
06:35:25.077 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:25.177 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:25.278 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:25.377 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.003000,0.011000,FlatInitial,ResetForward
06:35:25.478 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.012000,FlatInitial,ResetForward
06:35:25.578 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.016000,FlatInitial,ResetForward
06:35:25.678 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.010000,FlatInitial,ResetForward
06:35:25.779 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,0.000000,0.012000,FlatInitial,ResetForward
06:35:25.880 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.003000,0.013000,FlatInitial,ResetForward
06:35:25.980 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
06:35:26.080 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.000000,0.011000,FlatInitial,ResetForward
06:35:26.182 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.011000,FlatInitial,ResetForward
06:35:26.284 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.012000,FlatInitial,ResetForward
06:35:26.383 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.430000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.003000,0.001000,0.018000,FlatInitial,ResetForward
06:35:26.484 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,-0.001000,0.015000,FlatInitial,ResetForward
06:35:26.585 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.000000,0.014000,FlatInitial,ResetForward
06:35:26.686 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.008000,FlatInitial,ResetForward
06:35:26.786 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.001000,0.009000,FlatInitial,ResetForward
06:35:26.887 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.009000,FlatInitial,ResetForward
06:35:26.987 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.002000,0.017000,FlatInitial,ResetForward
06:35:27.088 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:27.189 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.000000,0.014000,FlatInitial,ResetForward
06:35:27.288 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,0.001000,0.014000,FlatInitial,ResetForward
06:35:27.389 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.003000,0.000000,0.009000,FlatInitial,ResetForward
06:35:27.489 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:27.589 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.860000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.016000,FlatInitial,ResetForward
06:35:27.689 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.015000,FlatInitial,ResetForward
06:35:27.790 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.002000,0.008000,FlatInitial,ResetForward
06:35:27.890 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:27.990 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:28.090 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.013000,FlatInitial,ResetForward
06:35:28.191 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.001000,0.012000,FlatInitial,ResetForward
06:35:28.293 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,-0.001000,0.013000,FlatInitial,ResetForward
06:35:28.394 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.002000,0.014000,FlatInitial,ResetForward
06:35:28.493 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,-0.001000,0.011000,FlatInitial,ResetForward
06:35:28.594 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:28.696 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:28.796 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.012000,FlatInitial,ResetForward
06:35:28.896 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.410000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.012000,FlatInitial,ResetForward
06:35:28.997 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.000000,0.011000,FlatInitial,ResetForward
06:35:29.097 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.003000,0.014000,FlatInitial,ResetForward
06:35:29.198 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,-0.001000,0.012000,FlatInitial,ResetForward
06:35:29.299 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.860000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:29.400 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.013000,FlatInitial,ResetForward
06:35:29.500 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.001000,0.001000,0.013000,FlatInitial,ResetForward
06:35:29.600 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.001000,0.000000,0.010000,FlatInitial,ResetForward
06:35:29.701 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,0.002000,0.012000,FlatInitial,ResetForward
06:35:29.801 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.910000,0.870000,1.430000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,0.002000,0.012000,FlatInitial,ResetForward
06:35:29.902 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.900000,0.880000,1.430000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.002000,-0.001000,0.016000,FlatInitial,ResetForward
06:35:30.002 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.880000,0.880000,1.430000,1.000000,104.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.010000,FlatInitial,ResetForward
06:35:30.102 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.870000,0.880000,1.430000,1.000000,100.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,-0.002000,-0.002000,0.013000,FlatInitial,ResetForward
06:35:30.202 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.870000,0.870000,1.420000,1.000000,103.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.015000,FlatInitial,ResetForward
06:35:30.302 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.860000,0.880000,1.410000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:30.402 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.850000,0.870000,1.420000,1.000000,102.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.000000,0.011000,FlatInitial,ResetForward
06:35:30.502 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.850000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.002000,0.012000,FlatInitial,ResetForward
06:35:30.601 PM 02/16/2016,Teleop Disabled,0,FALSE,0,NO ERROR,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,84.840000,0.870000,1.420000,1.000000,101.000000,1,0,-0.527559,0.527559,1,0.000000,0.000000,0.000000,-0.094208,1.061569,0.000000,0.000000,0.001000,0.014000,FlatInitial,ResetForward
